,bean_country,cocoa_percent,ingredient_combination,memorable_characteristics,rating,total_ingredients
2054,Ecuador,0.75,BS,"dry,floral,earth",3.25,2
2055,Papua New Guinea,0.77,BS,"sandy,smoke,fruit,sour",3.25,2
2056,Dominican Republic,0.75,BSCV,"oily,floral",3.25,4
2057,Dominican Republic,0.7,BSCV,"oily,floral,dairy",3.0,4
2058,Dominican Republic,0.8,BSCV,"fatty,muted strawberry",3.0,4
2059,Vanuatu,0.72,BSC,"bread,sour milk,fatty",2.75,3
2060,Ecuador,0.7,BSC,"floral,sandy",3.75,3
2061,Madagascar,0.7,BSC,"powdery,cherry,astringent",3.75,3
2062,Dominican Republic,0.7,BSC,"spicy,chocolate",3.5,3
2063,Dominican Republic,0.7,BSC,"sandy,robust,grape,malt",3.75,3
2064,Ecuador,0.7,BSC,"floral,astringent",3.5,3
2065,Peru,0.7,BSC,"floral,earth,burnt rubber",2.75,3
2066,Bolivia,0.7,BSCL,"fatty,mild fruit,off note",3.0,4
2067,Dominican Republic,0.7,BSL,"unrefined,sweet,mild coffee",3.0,3
2068,Dominican Republic,0.84,BSL,"gritty,intense coffee,metal",2.25,3
2069,Ecuador,0.7,BS*CV,"coconut,mild vanilla",3.0,4
2070,Dominican Republic,0.7,BS*CV,"coconut,cocoa,few grits",3.0,4
2071,Guatemala,0.7,BS*CV,"dried fruit,coconut,few grits",3.0,4
2072,Nicaragua,0.7,BS*CV,"brownie,few grits,sandy",3.0,4
2073,Madagascar,0.7,BS*CV,"red fruit,coconut",3.0,4
2074,India,0.72,BSCV,"peanut butter,vanilla,artificial",3.25,4
2075,Brazil,0.68,BSCV,"creamy,vanilla,mold",2.75,4
2076,Ecuador,0.84,BSC,"floral,hint of fruit",3.5,3
2077,Ecuador,0.7,BSC,"oily surface,floral,earth",3.5,3
2078,Bolivia,0.7,BSC,"fatty,rubber,off note",2.5,3
2079,Philippines,0.75,BSCV,"bland,earth",2.75,4
2080,Philippines,0.65,BSCV,"vanilla,sweet",2.5,4
2081,Philippines,0.7,BSCV,"dry,sweet,vanilla",2.5,4
2082,Belize,0.78,BS,"intense,rich,dark berry",3.25,2
2083,Madagascar,0.67,BS,"molasses,sour,astringent",2.75,2
2084,Peru,0.71,BSCVL,"powdery,vanilla,earth",3.0,5
2085,Peru,0.61,BSCVL,"sandy,sweet,vanilla",2.5,5
2086,Venezuela,0.6,BSC,"sticky,sweet,nut,roast",3.0,3
2087,Venezuela,0.7,BSC,"sticky,nut,roast,off note",2.75,3
2088,Sri Lanka,0.7,BS,"ham,sour,intense",2.75,2
2089,Tanzania,0.74,BS,"fruit,burnt,harsh",2.75,2
2090,Venezuela,0.75,BSCVL,"acidic,cocoa,dried fruit",3.25,5
2091,Belize,0.7,BSCVL,"butter,cheesy",3.0,5
2092,Brazil,0.7,BSCVL,"cardboard,cheesy",3.0,5
2093,Tanzania,0.75,BSC,"fatty,sour,off note",2.75,3
2094,Peru,0.7,BSCVL,"pungent,molasses,sour",2.5,5
2095,Peru,0.68,BSC,"burnt black licorice,intense",3.25,3
2096,Papua New Guinea,0.73,BSC,"savory lemon,ham",3.25,3
2097,Mexico,0.74,BSC,"dried fig,earth,dirt",3.0,3
2098,Venezuela,0.7,BSC,"rustic,sugar dominant",3.0,3
2099,Peru,0.7,BSC,"sweet,spicy",3.75,3
2100,Dominican Republic,0.7,BSC,"rustic,large unground pieces",3.25,3
2101,Madagascar,0.7,BSC,"rustic,bright fruit",3.25,3
2102,Madagascar,0.7,BSC,"light color,sandy,fruit",3.5,3
2103,Madagascar,0.7,BSC,"dark color,sandy,fruit",3.5,3
2104,Nicaragua,0.7,BSC,"sour milk,hot cocoa",3.25,3
2105,Cuba,0.7,BSC,"sandy,banana",3.75,3
2106,Venezuela,0.7,BSC,"sandy,earth,spice,nut",3.5,3
2107,Ecuador,0.7,BSC,"coarse,spicy cinnamon",3.75,3
2108,Brazil,0.7,BSC,"rustic,earth,tea",3.5,3
2109,Ecuador,0.7,BSC,"sweet,brownie,sour",3.25,3
2110,Cuba,0.88,BSC,"rustic,spicy,earth",3.25,3
2111,Madagascar,0.7,BSC,"sour orange,fatty",3.25,3
2112,Vietnam,0.7,BSC,"smoke,mild citrus",3.25,3
2113,Peru,0.7,BSCV,"vanilla,fatty,vegetal,mint",3.0,4
2114,Costa Rica,0.7,BSCV,"licorice,dried fruit,burnt fuel",2.75,4
2115,Dominican Republic,0.7,BSCV,"oily,cardboard,sour",2.75,4
2116,Mexico,0.7,BSCV,"vanilla,fuel,earth",2.5,4
2117,Papua New Guinea,0.62,BSCVL,"creamy,smoke,ham",3.25,5
2118,Vietnam,0.6,BSCVL,"vanilla,butter,caramel",3.25,5
2119,Colombia,0.7,BSCVL,"flat,smoke,marshmallow",3.0,5
2120,Trinidad and Tobago,0.77,BSCL,"intense,grass,smoke",2.75,4
2121,Vietnam,0.75,BSC,"intense cocoa,fatty,sticky",3.0,3
2122,Vietnam,0.7,BSC,"cocoa,sweet,fatty,cardboard",2.75,3
2123,Suriname,0.7,BS,"earth,floral,dry",3.25,2
2124,Peru,0.75,BSC,fig,4.0,3
2125,Peru,0.75,BSC,"blackberry,dirt,high roast",3.25,3
2126,Venezuela,0.75,BSCV,"vanilla,fatty",3.0,4
2127,Madagascar,0.75,BSCV,"berry,spice,smoke",3.0,4
2128,Mexico,0.7,BSC,"nut,fruit,sour,floral",3.25,3
2129,Nicaragua,0.72,BSC,"nut,off,roast,fatty",3.0,3
2130,Dominican Republic,0.7,BSC,"sandy,sour banana,sweet",3.0,3
2131,Mexico,0.75,BSC,"rustic,sweet,earth",2.75,3
2132,Bolivia,0.87,BSC,"grainy,blueberry,bitter",3.25,3
2133,Belize,0.68,BSC,"coarse,watery,sweet",3.0,3
2134,Madagascar,0.7,BSCVL,"dry,red berry,off note",2.75,5
2135,Ghana,0.7,BSCVL,"gritty,sweet,swiss miss,vanilla",2.5,5
2136,Peru,0.7,BSCVL,"tang,off,musty,sour",2.5,5
2137,Peru,0.7,BSCVL,"dry,musty,flat",2.5,5
2138,Multiple Countries,0.68,BSCVL,"nut,like candy",3.0,5
2139,Multiple Countries,0.6,BSCVL,"tea,sweet,astringent",2.75,5
2141,Multiple Countries,0.62,BSCVL,"strong vanilla,sweet,fatty",2.0,5
2142,Dominican Republic,0.7,BSCV,"molasses,caramel",3.5,4
2143,Brazil,0.7,BSC,"honey,pepper,charcoal",3.5,3
2144,Ecuador,0.7,BSCV,"gritty,rum,molasses",3.25,4
2145,Ecuador,0.7,BSC,"molasses,fruit,floral",3.25,3
2146,Mexico,0.7,BSC,"molasses,caramel",3.25,3
2147,Bolivia,0.67,BSC,"green apple,sweet",3.25,3
2148,Multiple Countries,0.7,BSCV,"molasses,caramel,spice",3.0,4
2149,Papua New Guinea,0.7,BSCV,"molasses,caramel,fruit",3.0,4
2150,Madagascar,0.7,BSC,"sticky,caramel",3.0,3
2151,Venezuela,0.8,BSCV,"earth,savory,ham",3.0,4
2152,Madagascar,0.7,BSCV,"molasses,off note",2.75,4
2153,Bolivia,0.7,BSC,"candy,peanut butter,caramel",2.75,3
2154,Brazil,0.7,BSC,"flat,cardboard,metal",2.75,3
2155,Peru,0.7,BSCV,"perfume,chemical,soap",2.0,4
2156,Madagascar,0.67,BS,"sweet,rich,tannic,fruit",3.75,2
2157,Uganda,0.73,BS,"creamy,almond,butter",3.75,2
2158,Ecuador,0.77,BS,"intense,mild coffee,rum",3.25,2
2159,Belize,0.7,BS,"nut,raspberry,metal",3.75,2
2160,Madagascar,0.7,BS,"bright fruit,mild sour",3.75,2
2161,Guatemala,0.7,BSC,"walnut,cocoa,easy melt",3.75,3
2162,Dominican Republic,0.7,BSC,"spicy,black pepper,bold",3.5,3
2163,Ecuador,0.7,BS,"floral,earth,bourbon",3.25,2
2164,Peru,0.7,BS,"spicy,black pepper,intense",2.75,2
2165,Bolivia,0.77,BSC,"muted,roasted banana",3.25,3
2166,Belize,0.77,BSC,"berry,licorice,cocoa,bitter",3.0,3
2167,Haiti,0.72,BSC,"harsh,tobacco",2.75,3
2168,Peru,0.7,BSC,"sandy,sweet,raisin",3.0,3
2169,Madagascar,0.65,BSC,"sandy,sweet,blueberry",3.5,3
2170,Ghana,0.84,BSCV,"dry,slight tart,bitter",3.0,4
2171,Multiple Countries,0.75,BSC,"sandy,sweet,fruit",3.0,3
2172,Côte d’Ivoire (aka Ivory Coast),0.75,BSCV,"dry,gritty,hint of fruit,sour",2.5,4
2173,Venezuela,0.91,BS,"dry,very bland,mild bitter",2.0,2
2174,Republic of the Congo,0.65,BSCV,"sweet,vanilla,cocoa",3.25,4
2175,Peru,0.7,BS,"peanut butter,sour milk",3.25,2
2176,Ecuador,0.7,BS,"pure,bold,floral",3.5,2
2177,Colombia,0.7,BSL,"spicy,marshmallow",3.25,3
2178,Colombia,0.7,BSL,"floral,vegetal",3.0,3
2179,Belize,0.72,BSC,"bright fruit,cashew",3.75,3
2180,Tanzania,0.71,BS,"bland,mild honey,sour",2.75,2
2181,Ecuador,0.75,BSC,"strong floral,oily,bold,grass",3.25,3
2182,Ecuador,0.81,BS,"waxy,mild fruit,floral",3.25,2
2184,Dominican Republic,0.74,BSC,"pronounced fruit,sour",3.0,3
2185,Venezuela,0.72,BSC,"peanut butter,soap",2.75,3
2186,Bolivia,0.77,BSC,"sandy,sweet",3.0,3
2187,Belize,0.7,BSC,"honey,caramel",3.5,3
2188,Bolivia,0.7,BSC,"spicy,cocoa,sweet",3.0,3
2189,Haiti,0.7,BSC,"metal,astringent",2.75,3
2190,Colombia,0.7,BSC,"dull,chewy,sweet",2.75,3
2191,Ecuador,0.7,BS,"nut,floral",3.5,2
2192,Dominican Republic,0.72,BS,"baked,roast,coffee",3.0,2
2193,Dominican Republic,0.7,BS*C,"heavy roast,black licorice",3.25,3
2194,Dominican Republic,0.7,BS*C,"sandy,strawberry,coconut",2.75,3
2195,Nicaragua,0.7,BS,"high acidity,toffee,spicy",3.25,2
2196,Haiti,0.7,BS,"dominant roast,deep cocoa",3.25,2
2197,Guatemala,0.7,BS,"bright fruit,heavy roast,smooth",3.75,2
2198,Peru,0.7,BSC,"sweet,pungent grape,acidic",3.5,3
2199,Peru,0.73,BSC,"powdery,complex,rubber",3.0,3
2200,Peru,0.7,BS,"very sandy,spice,sweet",3.0,2
2201,Vietnam,0.7,BS,"tart,sweet,sour,savory",2.75,2
2202,Honduras,0.7,BS,"wood,sweet,unrefined",2.75,2
2204,Dominican Republic,0.73,BS,"roast,wood,rubber off",2.75,2
2205,Dominican Republic,0.68,BS,"roast,slight burnt,red fruit",3.25,2
2206,Bolivia,0.75,BS,"roast,bitter,caramel,dairy",2.5,2
2207,Madagascar,0.75,BS,"intense,red berry",3.5,2
2208,Ecuador,0.75,BS,"intense,floral",3.5,2
2209,Dominican Republic,0.75,BS,"spicy,sour,off note",2.75,2
2210,Tanzania,0.75,BS,"dry,floral,wood",3.25,2
2211,Peru,0.6,BSC,"coarse,sweet,lemon",3.0,3
2213,Guatemala,0.75,BS,"dry,coarse,sour",3.25,2
2214,Tanzania,0.75,BS,"dry,coarse,sweet,earth",3.0,2
2215,Dominican Republic,0.75,BS,"dry,coarse,hay,off",2.75,2
2216,Dominican Republic,0.7,BS,"tart,tang,mild cocoa",3.0,2
2217,Nicaragua,0.74,BS,"creamy,wood,green,rubber",2.75,2
2218,Tanzania,0.72,BS,"sandy,sweet,peach",3.25,2
2219,Madagascar,0.72,BS,"sweet,acidic,tart",3.0,2
2220,Venezuela,0.65,BSCV,"intense,nut,mild rubber",3.25,4
2221,Colombia,0.7,BSC,"spice,melon,nut",3.75,3
2222,Nicaragua,0.7,BSC,roasted cocoa,3.75,3
2223,Belize,0.74,BSC,"roasted strawberry,bold",3.5,3
2224,Multiple Countries,0.7,BSCVL,"subtle,smooth,earth,long",3.75,5
2225,Madagascar,0.64,BSCVL,"red berry,rich cocoa",3.5,5
2226,Multiple Countries,0.66,BSCVL,"slight bitter,wood",3.0,5
2227,Venezuela,0.64,BSCVL,"modest,creamy,cocoa",3.0,5
2228,Trinidad and Tobago,0.64,BSCVL,"nut,vegetal,sweet",2.5,5
2229,Madagascar,0.64,BSCVL,"creamy,blueberry,raspberry",4.0,5
2230,Venezuela,0.65,BSCVL,"sandy,vegetal,cocoa",3.75,5
2231,Venezuela,0.64,BSCVL,"creamy,cherry",3.25,5
2232,Multiple Countries,0.72,BSCVL,"creamy,rich,licorice",3.0,5
2233,Multiple Countries,0.71,BSCVL,"nut,bitter dominant",2.75,5
2234,Multiple Countries,0.85,BSCVL,"berry,tart,bitter",2.5,5
2235,Multiple Countries,0.85,BSCVL,"creamy,fatty,very bitter",1.5,5
2236,Dominican Republic,0.64,BSCVL,"cocoa dominant,woodsy",3.75,5
2237,Ecuador,0.66,BSCVL,"rich cocoa,hot spice",3.75,5
2238,Ghana,0.68,BSCVL,"creamy,cocoa,bread",3.5,5
2239,Venezuela,0.64,BSCVL,"creamy,honey,peanut butter",4.0,5
2240,Multiple Countries,0.56,BSCVL,"intense sweet,nut,orange",3.25,5
2241,Venezuela,0.69,BSCVL,"green,unripened fruit,banana",4.0,5
2242,Multiple Countries,0.7,BSCVL,"yogurt,lemon,licorice",3.5,5
2243,Dominican Republic,0.64,BSCVL,"complex,herb,fruit,dairy",3.5,5
2244,Peru,0.63,BSCVL,"intense,dark berry,grape",4.0,5
2245,Multiple Countries,0.6,BSC,"intense,rich,sweet",3.25,3
2251,Madagascar,0.72,BSC,"fatty,bland,very astringent",2.75,3
2252,Madagascar,0.76,BSCV,"fatty,sour,spoiled",2.75,4
2253,Madagascar,0.8,BSCV,"fatty,bitter,sour",2.75,4
2254,Bolivia,0.7,BS,"peanut butter,coffee,mint",3.25,2
2255,Bolivia,0.7,BS,"complex,nibs too soft",3.25,2
2256,Dominican Republic,0.7,BS,"dark berry,roast",3.25,2
2257,Guatemala,0.7,BS,"earth,sour,intense",3.0,2
2258,Bolivia,0.7,BS,"smoke,earth,nut",2.75,2
2259,Multiple Countries,0.7,BSC,"sweet,fruit,heavy roast",3.25,3
2260,Multiple Countries,0.9,BSC,"mellow fruit,tart,mild bitter",3.75,3
2261,Trinidad and Tobago,0.75,BSC,"spicy,roast,acidic,dairy",3.5,3
2262,Ecuador,0.75,BSC,"spicy,nutmeg,brownie",3.5,3
2263,Dominican Republic,0.9,BSC,"intense,cocoa,spicy,fruit",3.25,3
2264,Vietnam,0.7,BSCL,"spicy,dairy",3.5,4
2265,Peru,0.75,BSC,"sandy,sweet,nut",3.0,3
2267,Ecuador,0.65,BSC,"sticky,cocoa,earth",3.0,3
2270,Peru,0.77,BS,"chalky,peach,bland",3.25,2
2271,Belize,0.77,BS,"mild metal,brownie,earth",3.0,2
2272,Venezuela,0.77,BS,"intense,mild bitter,roast",3.0,2
2273,Madagascar,0.77,BS,"intense,tart,sour,raisin",2.75,2
2274,Guatemala,0.77,BS,"creamy,cocoa,pungent",2.75,2
2275,Dominican Republic,0.7,BSCVL,"sweet,simple,cocoa",3.0,5
2276,Peru,0.7,BSCVL,"pungent,metal",2.5,5
2277,Venezuela,0.7,BSCVL,"nut,off note",2.5,5
2278,Bolivia,0.7,BSCVL,"earth,vanilla",2.5,5
2279,Haiti,0.7,BSCVL,"vanilla,late cocoa note",2.5,5
2280,Dominican Republic,0.7,BS*,"dry,rich,roast",3.5,2
2281,Peru,0.7,BS*,"grape,pungent",3.5,2
2282,Samoa,0.77,BS,"earth,roast",3.0,2
2283,Tanzania,0.68,BSC,"nut,fruit,poor aftertaste",3.0,3
2284,Bolivia,0.72,BSC,"creamy,fruit,poor aftertaste",3.0,3
2286,Peru,0.75,BSC,"sandy,sweet,coffee",3.25,3
2287,Peru,0.89,BSC,"slow to develop,bitter,metal",2.75,3
2288,Peru,0.75,BSC,"mild,metal",2.75,3
2289,Peru,0.75,BSC,"light color,gritty,metal",2.5,3
2290,Venezuela,0.72,BSC,"creamy,earth,nut",3.25,3
2291,Peru,0.7,BSC,"sandy,rich,earth",3.0,3
2292,Indonesia,0.69,BSC,"smoke,fruit,sour",3.75,3
2293,Venezuela,0.72,BSC,"dry,nut,cocoa",3.5,3
2294,Madagascar,0.71,BSC,"dry,mild fruit",3.0,3
2296,Colombia,0.88,BSC,"mild nut,fruit,savory",3.0,3
2297,Colombia,0.7,BSC,"rich cocoa,spicy,cinnamon",4.0,3
2298,Ghana,0.75,BSC,"strong malt,chocolate pudding",3.75,3
2299,Bolivia,0.76,BSC,"nut,fig,short length",3.5,3
2300,Venezuela,0.74,BSC,"nut,rubber",3.0,3
2301,Venezuela,0.7,BSC,"intense,creamy,nut",3.5,3
2302,Belize,0.68,BSC,"flat,molasses,creamy",3.25,3
2303,Venezuela,0.7,BS,"nut,tart,coffee",4.0,2
2304,Dominican Republic,0.7,BS,"brownie,fruit,fudge",3.5,2
2305,Madagascar,0.7,BSC,melon,3.25,3
2306,Costa Rica,0.7,BS,"roast,metal,coffee",3.0,2
2307,Ecuador,0.7,BS,"mild fruit,chemical off",2.5,2
2308,Trinidad and Tobago,0.7,BS,"creamy,wood,mild metal",3.5,2
2309,Ecuador,0.7,BS,"intense,bourbon",3.25,2
2310,Peru,0.7,BS,"sandy,intense,mild nut",3.0,2
2311,Dominican Republic,0.66,BSCLSa,"salt noticeable,vanilla",3.0,5
2312,El Salvador,0.7,BSCL,"nut,basic cocoa",3.25,4
2313,El Salvador,0.75,BSCL,"coarse,sweet,candy,licorice",3.0,4
2314,El Salvador,0.65,BSCL,"overly sweet,dirt",2.75,4
2315,Peru,0.7,BS,"burnt caramel,grape",3.5,2
2316,Tanzania,0.73,BS,"sandy,earth,hint of tang",3.25,2
2317,Nicaragua,0.72,BS,"sandy,roast,fig,late spice",3.5,2
2318,Madagascar,0.7,BS,"sour milk,molasses,sweet",2.75,2
2319,Dominican Republic,0.7,BS,"spicy,cardamom,off flavor",2.5,2
2320,Belize,0.7,BSC,"rich base cocoa,sweet",3.5,3
2321,Dominican Republic,0.7,BSC,"nut,earth,ham",3.25,3
2322,Madagascar,0.7,BSC,"sandy,mild sour,mild fruit",3.25,3
2323,Peru,0.7,BSC,"sandy,nut,mocha",3.25,3
2324,Papua New Guinea,0.7,BSC,"heavy smoke,fruit,ham",3.0,3
2325,Multiple Countries,0.6,BSC,"very sweet,heavy roast,nut",3.0,3
2326,Madagascar,0.7,BSC,"sticky,mellow chocolate,dairy",3.5,3
2327,Tanzania,0.7,BSC,"smoke,tart,burnt cocoa",3.5,3
2328,Trinidad and Tobago,0.78,BS,"tobacco,overly roasted",3.5,2
2329,Tanzania,0.85,BSC,"melon,mild tart,bitter,fatty",3.0,3
2330,Ecuador,0.7,BSC,"sticky,off note of rubber",2.75,3
2331,Trinidad and Tobago,0.85,BSC,"sticky,strong bitter,spice",2.75,3
2332,Bolivia,0.72,BSCL,"intense prune,berry",3.75,4
2333,Bolivia,0.68,BSCL,"oily,honey,light rum",3.5,4
2334,Papua New Guinea,0.66,BSCL,"toffee,caramel,butterscotch",3.5,4
2335,Solomon Islands,0.78,BSCL,"smoke,dried fruit,balanced",3.75,4
2336,Multiple Countries,0.65,BSCVL,"oily,sweet,chocolate,nut",3.25,5
2337,Nicaragua,0.7,BSC,"large grits,sweet,dried fruit",3.75,3
2338,Nicaragua,0.75,BSC,"sandy,basic cocoa",3.25,3
2339,Nicaragua,0.72,BSC,intense earth,3.0,3
2340,Democratic Republic of the Congo,0.68,BS*C,"fatty,herb,earth",3.0,3
2341,Brazil,0.65,BS*CSa,"wood,butterscotch",3.0,4
2342,Peru,0.7,BS*CSa,"creamy,fatty,mild nut",3.75,4
2343,India,0.65,BS*CSa,"creamy,masculine,earth",3.5,4
2344,India,0.62,BS*CSa,"oily,subdued,caramel,salt",3.25,4
2345,Republic of the Congo,0.65,BS*CSa,"dairy,salt,caramel",3.0,4
2346,Dominican Republic,0.62,BS*CSa,"spice,caramel,toffee,salt",3.75,4
2347,Dominican Republic,0.7,BS*CSa,"strawberry,cadbury egg",3.75,4
2348,Panama,0.72,BS*CSa,"oily,earth,caramel,salt",3.5,4
2349,Multiple Countries,0.65,BS*CSa,"dairy,burnt caramel,coffee",3.5,4
2350,Peru,0.7,BS*CSa,"butterscotch,pepper",3.5,4
2351,Multiple Countries,0.58,BS*CSa,"smooth,spicy,floral",3.5,4
2352,Bolivia,0.9,BS*CSa,"smooth,intense blueberry",3.25,4
2353,Republic of the Congo,0.68,BS*CSa,"creamy,caramel,salt,sweet",3.25,4
2354,Peru,0.7,BS*CSa,"wood,toast,pepper",3.0,4
2355,Ecuador,0.75,BS*CSa,"creamy,nut,bread",3.0,4
2356,Papua New Guinea,0.75,BS*CSa,"hint of smoke,fruit",3.0,4
2357,Multiple Countries,0.8,BS*CSa,"waxy,cloying,vegetal",2.75,4
2358,Colombia,0.75,BSC,"strong nut,marshmallow",3.75,3
2359,Belize,0.72,BSC,"muted,roast,accessible",3.5,3
2360,Republic of the Congo,0.7,BSC,"fatty,mild nut,mild fruit",3.25,3
2361,Multiple Countries,0.75,BSC,"fatty,earth,cocoa",3.0,3
